iter	RMSE
631	0.08430570151
632	0.08425329682
633	0.08420637388
634	0.08415235279
635	0.08409546603
636	0.08404899835
637	0.08399262648
638	0.08393777116
639	0.083878197
640	0.08382145054
641	0.08377568072
642	0.08372919661
643	0.08369386219
644	0.08360255117
645	0.0835308364
646	0.08345935684
647	0.08340487329
648	0.08336817021
649	0.08332866156
650	0.08329396864
651	0.08322636794
652	0.08318875217
653	0.08311397042
654	0.08307620028
655	0.08299977491
656	0.08294617242
657	0.08290916001
658	0.08285963875
659	0.08280384471
660	0.08274445961
661	0.08270396953
662	0.08265708072
663	0.08260228863
664	0.08255963743
665	0.08250337692
666	0.08245442459
667	0.08240019946
668	0.08236094732
669	0.08232062964
670	0.08227038162
671	0.08222867887
672	0.08218033295
673	0.08212728942
674	0.0820760912
675	0.08203121991
676	0.08196251314
677	0.0819089184
678	0.0818603569
679	0.08181965516
680	0.08177058106
681	0.08171383062
682	0.08166734806
683	0.08160616328
684	0.08157345066
685	0.08153151114
686	0.08149161382
687	0.08142642003
688	0.08137092285
689	0.08132657067
690	0.08127117611
691	0.08122507757
692	0.081176427
693	0.08113773922
694	0.08108973616
695	0.08104911292
696	0.0809879778
697	0.08095129125
698	0.08089781028
699	0.08085786924
700	0.08077487237
701	0.08072628741
702	0.08067968251
703	0.08063947035
704	0.08059655124
705	0.08053731263
706	0.0804992534
707	0.08043985101
708	0.08036526624
709	0.08031763216
710	0.08028089126
711	0.08022597914
712	0.08018303823
713	0.08013370801
714	0.08007917469
715	0.08002741354
716	0.07997201933
717	0.07991315144
718	0.07986771202
719	0.07981733982
720	0.07978752802
721	0.0797398775
722	0.07968619857
723	0.07964343815
724	0.07961102141
725	0.07956813779
726	0.07952921553
727	0.07947985487
728	0.07944154536
729	0.07940323918
730	0.07936930378
731	0.07932610507
732	0.07926679196
733	0.07921418319
734	0.07916123682
735	0.07912166722
736	0.07908874914
737	0.07904347356
738	0.07901763773
739	0.07897463233
740	0.07891276837
741	0.07884944812
742	0.0787786065
743	0.07874477102
744	0.07870744791
745	0.07864821982
746	0.07859834493
747	0.07854469629
748	0.07850749505
749	0.07847206067
750	0.07842504175
751	0.07836546128
752	0.07832030542
753	0.0782761393
754	0.078236653
755	0.07820092623
756	0.0781727795
757	0.07812613182
758	0.0780893204
759	0.07802425422
760	0.07799329259
761	0.0779355688
762	0.07788801514
763	0.0778188727
764	0.0777767636
765	0.07773665639
766	0.07769262459
767	0.07765515143
768	0.07761739416
769	0.07755471155
770	0.07752740985
771	0.07749118802
772	0.07745445404
773	0.07737899687
774	0.07730971001
775	0.0772727874
776	0.07722936662
777	0.0771863435
778	0.07715032956
779	0.07710728933
780	0.07704732497
781	0.07701197252
782	0.0769781782
783	0.07692533126
784	0.07687674733
785	0.07683685886
786	0.07679778674
787	0.07675155089
788	0.07667407291
789	0.07664232046
790	0.07659962964
791	0.07656726471
792	0.07652134349
793	0.07647844005
794	0.07644291692
795	0.07640796589
796	0.07635931599
797	0.07631454137
798	0.07627618809
799	0.07622545747
800	0.0761808853
801	0.07613369659
802	0.07608461411
803	0.07604313232
804	0.0760007455
805	0.07594845359
806	0.07591149751
807	0.07587897155
808	0.07583708597
809	0.07578855426
810	0.07575919707
811	0.07571805012
812	0.07567587492
813	0.07562651114
814	0.07556258266
815	0.07553321012
816	0.07548065261
817	0.07542256934
818	0.07538074345
819	0.07534108588
820	0.07528980844
821	0.07525421171
822	0.07522254449
823	0.07517705083
824	0.07513150054
825	0.07507901278
826	0.07503287404
827	0.07499144283
828	0.07495084969
829	0.07491109706
830	0.07485756026
831	0.07483151117
832	0.07479574688
833	0.0747597643
834	0.07472595239
835	0.07465948365
836	0.07461495183
837	0.07456893324
838	0.07452476977
839	0.07449018479
840	0.07446124681
841	0.07441879311
842	0.0743797722
843	0.07431552416
844	0.07427753631
845	0.07424147307
846	0.07419512106
847	0.07415246336
848	0.07410344696
849	0.07406429402
850	0.07402659934
851	0.07397260761
852	0.07393206023
853	0.07386082536
854	0.0738178373
855	0.07377721288
856	0.07373751161
857	0.07370870342
858	0.07367937048
859	0.07362994293
860	0.07358622638
861	0.07355529247
862	0.0735160615
863	0.0734729075
864	0.07342977309
865	0.07337865881
866	0.07334211127
867	0.07330163537
868	0.07325582729
869	0.07321798785
870	0.07318257239
871	0.07314776676
872	0.07311168817
873	0.07306424304
874	0.07300963248
875	0.07294877339
876	0.07291732098
877	0.07286811044
878	0.0728295223
879	0.07275398338
880	0.07271347544
881	0.07268006064
882	0.07264396315
883	0.07259669847
884	0.07256131479
885	0.07252154523
886	0.07247766872
887	0.07244397437
888	0.07241355633
889	0.0723832408
890	0.07235386005
891	0.07230284162
892	0.07225843415
893	0.07222872047
894	0.07217878559
895	0.07214401107
896	0.072118022
897	0.07206301137
898	0.07198733143
899	0.07192448756
900	0.07188767256
901	0.07184502712
902	0.07180950829
903	0.07177394333
904	0.07173528959
905	0.07170243397
906	0.07166249981
907	0.07163033752
908	0.07159932147
909	0.07155664773
910	0.07151997327
911	0.07147747148
912	0.07142481116
913	0.07138382066
914	0.07135876674
915	0.07131638344
916	0.07128455176
917	0.07123952512
918	0.07120040998
919	0.0711666356
920	0.07114323422
921	0.07107875991
922	0.0710276713
923	0.07096615129
924	0.07091455895
925	0.07086817077
926	0.07083474082
927	0.07080563241
928	0.07075135685
929	0.07071353984
930	0.07068042869
931	0.07064924287
932	0.07061711799
933	0.07058377674
934	0.07053371053
935	0.07049078938
936	0.07045713908
937	0.0704264557
938	0.07037119366
939	0.07034223299
940	0.07030113445
941	0.07026116693
942	0.07022343269
943	0.07018605494
944	0.07013212996
945	0.07010692266
946	0.07006546217
947	0.07003579623
948	0.06999084616
949	0.06992844301
950	0.06988228049
951	0.06984337442
952	0.06979881974
953	0.0697738891
954	0.06972791591
955	0.06968940481
956	0.06965888246
957	0.06961501549
958	0.06954597446
959	0.06951173068
960	0.06948214908
961	0.0694408585
962	0.06939878969
963	0.06936397851
964	0.06932388485
965	0.06928688405
966	0.06925821636
967	0.0692269868
968	0.06919753523
969	0.06916395738
970	0.06912670948
971	0.06909458878
972	0.06905455243
973	0.06900677112
974	0.06897765425
975	0.06894196155
976	0.06890087397
977	0.06886652743
978	0.06883267344
979	0.0687928475
980	0.06874113139
981	0.06869200619
982	0.06865875509
983	0.06862306984
984	0.06858624309
985	0.0685489325
986	0.06851235786
987	0.06848200994
988	0.06845009434
989	0.0684042207
990	0.06837444735
991	0.06832360569
992	0.06828885859
993	0.06825298749
994	0.06821400993
995	0.06817204594
996	0.06814914777
997	0.06811445927
998	0.06808254364
999	0.06804728139
1000	0.06801759271
1001	0.06797037643
1002	0.0679265791
1003	0.06788715359
1004	0.067855059
1005	0.06780849294
1006	0.0677598395
1007	0.06773142107
1008	0.06768606068
1009	0.06763627797
1010	0.06758506446
1011	0.06754606888
1012	0.06749864618
1013	0.06746918269
1014	0.06742549035
1015	0.06738123912
1016	0.06732794791
1017	0.06729842883
1018	0.06726159801
1019	0.06724286289
1020	0.06721300212
1021	0.06718559279
1022	0.06715895067
1023	0.06710490175
1024	0.06707607166
1025	0.06703753764
1026	0.06699585621
1027	0.06697205949
1028	0.06693533497
1029	0.06690038807
1030	0.06686581098
1031	0.06683228171
1032	0.06680346507
1033	0.06675240545
1034	0.06672826867
1035	0.06669408731
1036	0.06664920543
1037	0.06661016028
1038	0.06657238395
1039	0.06652913053
1040	0.06647750461
1041	0.0664501503
1042	0.06639439444
1043	0.06636186548
1044	0.06632733047
1045	0.0662900421
1046	0.06626285187
1047	0.06623409686
1048	0.06621152848
1049	0.06615993448
1050	0.06612635578
1051	0.06609050349
1052	0.06603495087
1053	0.06599792276
1054	0.06596951952
1055	0.06593424061
1056	0.06591885022
1057	0.06587575174
1058	0.06585149872
1059	0.06582379943
1060	0.06579493215
1061	0.06576177059
1062	0.06571195855
1063	0.06568111347
1064	0.0656428457
1065	0.06561059628
1066	0.06555928682
1067	0.06551304077
1068	0.06546328571
1069	0.0654296581
1070	0.0654072755
1071	0.06536393362
1072	0.06534360656
1073	0.06531636026
1074	0.06527668277
1075	0.06523308891
1076	0.06519299884
1077	0.06516357531
1078	0.06514082546
1079	0.0650900517
1080	0.06504900625
1081	0.06501441945
1082	0.06498311169
1083	0.06494786181
1084	0.06491534109
1085	0.06488076738
1086	0.06483056559
1087	0.06479720642
1088	0.06476905336
1089	0.06471773684
1090	0.06466675456
1091	0.06464674032
1092	0.06460737348
1093	0.06457612588
1094	0.06454161952
1095	0.06450684285
1096	0.0644788526
1097	0.06444423416
1098	0.06440952432
1099	0.064382821
1100	0.06434027402
1101	0.06431580791
1102	0.06428543744
1103	0.06424925338
1104	0.06421214137
1105	0.06418344745
1106	0.06415630554
1107	0.06413058639
1108	0.06410167956
1109	0.06406453084
1110	0.06403433774
1111	0.06398466428
1112	0.06396007995
1113	0.06393401735
1114	0.06390895135
1115	0.06388114835
1116	0.06385225045
1117	0.06381517294
1118	0.0637761606
1119	0.06374572511
1120	0.06371186779
1121	0.06368227855
1122	0.06365425974
1123	0.06361150877
1124	0.06356164332
1125	0.06353636133
1126	0.06349140593
1127	0.0634600718
1128	0.0634196793
1129	0.06338452318
1130	0.06335453991
1131	0.06332219347
1132	0.06328901061
1133	0.06325901449
1134	0.06322626386
1135	0.06317751584
1136	0.06313719712
1137	0.06310895112
1138	0.06307256101
1139	0.06303647478
1140	0.06300651371
1141	0.06296951141
1142	0.06294407199
1143	0.06290901741
1144	0.06288538821
1145	0.06286212293
1146	0.06283968154
1147	0.06280354515
1148	0.0627604408
1149	0.06272774436
1150	0.06269146408
1151	0.06265617616
1152	0.06262205167
1153	0.06259138749
1154	0.06255083299
1155	0.0625149513
1156	0.06246566692
1157	0.0624233268
1158	0.06239735394
1159	0.06236900343
1160	0.06233616375
1161	0.06230834803
1162	0.06227486303
1163	0.06225231123
1164	0.06221167742
1165	0.06218621502
1166	0.06215357701
1167	0.06211868029
1168	0.06206906367
1169	0.06204114605
1170	0.06201122219
1171	0.0619817543
1172	0.06195407213
1173	0.06190899367
1174	0.06189178686
1175	0.06186010395
1176	0.06182317475
1177	0.06179508419
1178	0.06175793296
1179	0.06172184996
1180	0.06170014458
1181	0.06165123089
1182	0.06162971079
1183	0.0616103616
1184	0.06157973444
1185	0.06153854486
1186	0.06151403305
1187	0.0614677953
1188	0.06143061527
1189	0.06140584931
1190	0.06136166225
1191	0.06133678346
1192	0.06130884394
1193	0.06126585119
1194	0.06123647658
1195	0.06120565423
1196	0.06116155463
1197	0.06112079996
1198	0.06107690416
1199	0.06104743398
1200	0.06102684919
1201	0.06099703615
1202	0.06097296486
1203	0.06094803685
1204	0.0609168015
1205	0.06089062751
1206	0.06085523273
1207	0.06082470098
1208	0.06079834788
1209	0.06075205591
1210	0.06071819874
1211	0.06068975867
1212	0.06067217099
1213	0.06065208654
1214	0.06062326902
1215	0.06058540116
1216	0.06055389431
1217	0.06052003363
1218	0.06048290113
1219	0.06044715635
1220	0.0604185392
1221	0.0603957321
1222	0.06036763602
1223	0.06034777976
1224	0.06032370663
1225	0.06030216674
1226	0.06026845686
1227	0.06024323399
1228	0.06021884892
1229	0.06019978521
1230	0.06017692829
1231	0.06015790631
1232	0.06013671755
1233	0.06009629239
1234	0.06005955652
1235	0.06001805493
1236	0.05999380122
1237	0.05997354972
1238	0.05994577713
1239	0.05990942759
1240	0.05987612263
1241	0.05983826928
1242	0.05981110453
1243	0.05977364363
1244	0.05973083996
1245	0.05969919845
1246	0.05967825072
1247	0.05962967577
1248	0.05959122664
1249	0.05955775126
1250	0.05953087225
1251	0.05950207926
1252	0.05946471255
1253	0.0594452609
1254	0.05940194214
1255	0.05937095781
1256	0.05934846027
1257	0.05933402519
1258	0.05931222088
1259	0.05927994413
1260	0.05925886265
1261	0.05923734229
1262	0.05918662463
1263	0.05916377999
1264	0.05914125194
1265	0.05910587755
1266	0.05908292658
1267	0.05904801744
1268	0.05901184613
1269	0.05899572863
1270	0.05895560705
1271	0.05890906136
1272	0.05888005467
1273	0.05886330721
1274	0.05882600153
1275	0.05879986972
1276	0.05876840515
1277	0.05874389319
1278	0.05872633979
1279	0.05869376894
1280	0.05865846387
1281	0.05862646321
1282	0.05858354041
1283	0.0585609248
1284	0.05851868647
1285	0.05850027748
1286	0.05847659672
1287	0.0584526535
1288	0.05842865958
1289	0.05840886909
1290	0.05838530683
1291	0.05836100403
1292	0.05832558498
1293	0.05829659021
1294	0.05826851439
1295	0.05825580383
1296	0.05821305586
1297	0.058200489
1298	0.05818271523
1299	0.05816050522
1300	0.0581404821
1301	0.05810973036
1302	0.05809017578
1303	0.05807307584
1304	0.05804351557
1305	0.05802399533
1306	0.05800843195
1307	0.05796985162
1308	0.05794505297
1309	0.05792233279
1310	0.05790536408
1311	0.05787229143
1312	0.05784247845
1313	0.05780412125
1314	0.05778049908
1315	0.05774689345
1316	0.05771096912
1317	0.05768768594
1318	0.05766554459
1319	0.05763696738
1320	0.05760656008
1321	0.0575800832
1322	0.05755486287
1323	0.05753215507
1324	0.05749725976
1325	0.05746810434
1326	0.05744799154
1327	0.0574145223
1328	0.05738031008
1329	0.0573449178
1330	0.05731717149
1331	0.05729610494
1332	0.05727873194
1333	0.05726072894
1334	0.05721935372
1335	0.05720202284
1336	0.05717794709
1337	0.05715974863
1338	0.05712700585
1339	0.05710967186
1340	0.05708234678
1341	0.05705247936
1342	0.05701293302
1343	0.05698341773
1344	0.05695819408
1345	0.05693701644
1346	0.05691090823
1347	0.05689263972
1348	0.05686309617
1349	0.05683269795
1350	0.0568088239
1351	0.05676679467
1352	0.05673482347
1353	0.05670770003
1354	0.05667489453
1355	0.05665080377
1356	0.05663026628
1357	0.05659923467
1358	0.05658096087
1359	0.05656457114
1360	0.05655101485
1361	0.05651786959
1362	0.05649842283
1363	0.05647363304
1364	0.05644470122
1365	0.05642265969
1366	0.05640360883
1367	0.05638141479
1368	0.05635339988
1369	0.05633731112
1370	0.05631021566
1371	0.0562828357
1372	0.05626608485
1373	0.05624020504
1374	0.05620217229
1375	0.05616501175
1376	0.05613554079
1377	0.05609673111
1378	0.05607069426
1379	0.0560450109
1380	0.05602458325
1381	0.05600003128
1382	0.05596789354
1383	0.05594414505
1384	0.05591765049
1385	0.05588602019
1386	0.05586941721
1387	0.0558452225
1388	0.0558205733
1389	0.05580016605
1390	0.05577598901
1391	0.05575534266
1392	0.05573112356
1393	0.05570288816
1394	0.05568050644
1395	0.05565133584
1396	0.05562666092
1397	0.05559425466
1398	0.05555351955
1399	0.05553463759
1400	0.0555103144
1401	0.05548155535
1402	0.05545984945
1403	0.05543161349
1404	0.05540039115
1405	0.05537026984
1406	0.05535394901
1407	0.05533054421
1408	0.0552981419
1409	0.05527386727
1410	0.05524536986
1411	0.05522929667
1412	0.05520143027
1413	0.05518282855
1414	0.05516712554
1415	0.05514655558
1416	0.05510758695
1417	0.05508591861
1418	0.05505223087
1419	0.05503097893
1420	0.05501075771
1421	0.05498259038
1422	0.05496837699
1423	0.05493835272
1424	0.05491466362
1425	0.05488409879
1426	0.05486031917
1427	0.05484162333
1428	0.05481774487
1429	0.05478764053
1430	0.0547674258
1431	0.05474225223
1432	0.05471379812
1433	0.05470251264
1434	0.05467200696
1435	0.05464236756
1436	0.05460168182
1437	0.05457357682
1438	0.05454026505
1439	0.05451844685
1440	0.05449764251
1441	0.05445965277
1442	0.05445023023
1443	0.05442296896
1444	0.05439702301
1445	0.05436333135
1446	0.05434361121
1447	0.05433108244
1448	0.05431060493
1449	0.05429220133
1450	0.05426344769
1451	0.05423893786
1452	0.05421943177
1453	0.05419966112
1454	0.0541876532
1455	0.05416008433
1456	0.05413262771
1457	0.05410279405
1458	0.05408355171
1459	0.05406709215
1460	0.05403319087
1461	0.0540185314
1462	0.05399040042
1463	0.05396403359
1464	0.05394395514
1465	0.05392871115
1466	0.05390445176
1467	0.05388902908
1468	0.05386084732
1469	0.05383995435
1470	0.05381633894
1471	0.05379070444
1472	0.05376231264
1473	0.05374128176
1474	0.05371788059
1475	0.05369458278
1476	0.05366654825
1477	0.0536377231
1478	0.05361078845
1479	0.05358945087
1480	0.05357549412
1481	0.0535518607
1482	0.05353330866
1483	0.05349960187
1484	0.05347235141
1485	0.05344639743
1486	0.05342070979
1487	0.05339215019
1488	0.05337684081
1489	0.0533503198
1490	0.05332542637
1491	0.05330480577
1492	0.05328302308
1493	0.05326510922
1494	0.05325258706
1495	0.05322013669
1496	0.05318838375
1497	0.05315757847
1498	0.05313510771
1499	0.05310398965
1500	0.05308118487
1501	0.05304465089
